siren,siret,dateCreationEtablissement,trancheEffectifsEtablissement,denominationUniteLegale,nomenclatureActivitePrincipaleUniteLegale,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,enseigne1Etablissement,activitePrincipaleEtablissement,adresse,nom,location,point,latitude,longitude,altitude
824455679,82445567900046,2017-04-27,41,STS COMPOSITES FRANCE,NAFRev2,nan,,,ZONE INDUSTRIELLE,7340,SAINT-DESIRAT,,29.32Z,"Sts Composites France,   Zone Industrielle, 7340 Saint-Desirat",Sts Composites Saint-Desirat,"Ecolanges, 07340 Saint-Désirat, France","(45.2629658, 4.803605699999999, 0.0)",45.2629658,4.803605699999999,0.0
722063997,72206399700059,1984-01-02,32,SOC DES ATELIERS LOUIS VUITTON,NAFRev2,nan,,,,7370,SARRAS,,15.12Z,"Soc Des Ateliers Louis Vuitton,   , 7370 Sarras",Soc Des Ateliers Louis Vuitton Sarras,"615 Rue de l'Allée, 07370 Sarras, France","(45.1849686, 4.8084598, 0.0)",45.1849686,4.8084598,0.0
480800150,48080015000025,2005-11-30,32,CONDUENT BUSINESS SOLUTIONS (FRANCE) SAS,NAFRev2,nan,,RUE,CLAUDE CHAPPE,7500,GUILHERAND-GRANGES,,33.20C,"Conduent Business Solutions (France) Sas,  Rue Claude Chappe, 7500 Guilherand-Granges",Conduent Business Solutions (France) Sas Guilherand-Granges,"30 Rue Claude Chappe, 07500 Guilherand-Granges, France","(44.9378089, 4.861426799999999, 0.0)",44.9378089,4.861426799999999,0.0
410355028,41035502800029,1997-05-31,41,HANON SYSTEMS CHARLEVILLE,NAFRev2,3,,AV,DE L INDUSTRIE,8000,CHARLEVILLE-MEZIERES,,28.25Z,"Hanon Systems Charleville, 3  Av De L Industrie, 8000 Charleville-Mezieres",Hanon Systems Charleville-Mezieres,"3 Avenue de l'Industrie, 08000 Charleville-Mézières, France","(49.7705943, 4.7045997, 0.0)",49.7705943,4.7045997,0.0
542065479,54206547900264,1998-12-31,42,PSA AUTOMOBILES SA,NAFRev2,nan,,,ZI DES AYVELLES,8000,VILLERS-SEMEUSE,,24.51Z,"Psa Automobiles Sa,   Zi Des Ayvelles, 8000 Villers-Semeuse",Psa Automobiles Sa Villers-Semeuse,"Zone Industriel Route Les Ayvelles, 08000 Villers-Semeuse, France","(49.7337722, 4.762030999999999, 0.0)",49.7337722,4.762030999999999,0.0
777343955,77734395500061,2014-07-04,32,AMPHENOL - AIR LB,NAFRev2,2,,RUE,CLEMENT ADER - ZAC DE WE,8110,CARIGNAN,,26.11Z,"Amphenol - Air Lb, 2  Rue Clement Ader - Zac De We, 8110 Carignan",Amphenol - Air Lb Carignan,"ZAC de Wé, 2 ZAC Clément Ader, 08110 Carignan, France","(49.6470038, 5.1513059, 0.0)",49.6470038,5.1513059,0.0
428113518,42811351800032,2004-11-15,32,MAROQUINERIE DES ARDENNES,NAFRev2,nan,,AV,DES MARGUERITES,8120,BOGNY-SUR-MEUSE,,15.12Z,"Maroquinerie Des Ardennes,  Av Des Marguerites, 8120 Bogny-Sur-Meuse",Maroquinerie Des Ardennes Bogny-Sur-Meuse,"Avenue des Marguerites, 08120 Bogny-sur-Meuse, France","(49.8412239, 4.778175, 0.0)",49.8412239,4.778175,0.0
410081640,41008164000022,2001-10-31,32,TARKETT FRANCE,NAFRev2,2,,AV,FRANCOIS SOMMER,8200,GLAIRE,,22.23Z,"Tarkett France, 2  Av Francois Sommer, 8200 Glaire",Tarkett Glaire,"2 Avenue François Sommer, 08200 Glaire, France","(49.70545509999999, 4.9156261, 0.0)",49.70545509999999,4.9156261,0.0
915722011,91572201100045,1991-01-01,32,FAURECIA AUTOMOTIVE INDUSTRIE,NAFRev2,nan,,RTE,DE VILLEMONTRY,8210,MOUZON,,13.95Z,"Faurecia Automotive Industrie,  Rte De Villemontry, 8210 Mouzon",Faurecia Automotive Industrie Mouzon,"ZI François Sommer, 08210 Mouzon, France","(49.5997475, 5.0757279, 0.0)",49.5997475,5.0757279,0.0
380342808,38034280800132,2004-06-30,42,AUBERT & DUVAL,NAFRev2,75,,BD,DE LA LIBERATION,9100,PAMIERS,,25.50A,"Aubert & Duval, 75  Bd De La Liberation, 9100 Pamiers",Aubert & Duval Pamiers,"75 Boulevard de la Libération, 09100 Pamiers, France","(43.1165768, 1.607484, 0.0)",43.1165768,1.607484,0.0
399042597,39904259700043,2011-12-01,32,PAPETERIES DE SAINT GIRONS,NAFRev2,nan,,,LA PLAINE D EYCHEIL,9200,SAINT-GIRONS,,17.12Z,"Papeteries De Saint Girons,   La Plaine D Eycheil, 9200 Saint-Girons",Papeteries De Saint Girons Saint-Girons,"La Moulasse, 09200 Eycheil, France","(42.9630873, 1.1718782, 0.0)",42.9630873,1.1718782,0.0
775580434,77558043400162,1998-01-01,32,SOCIETE ETIENNE LACROIX TOUS ARTIFICES,NAFRev2,nan,,RTE,DE GAUDIES,9270,MAZERES,,20.51Z,"Societe Etienne Lacroix Tous Artifices,  Rte De Gaudies, 9270 Mazeres",Societe Etienne Lacroix Tous Artifices Mazeres,"Route de Gaudiès, 09270 Mazères, France","(43.2079051, 1.6868949, 0.0)",43.2079051,1.6868949,0.0
383838141,38383814100026,1992-06-15,32,RECAERO,NAFRev2,nan,,,PARC TECHNOLOGIQUE DELTA SUD,9340,VERNIOLLE,,30.30Z,"Recaero,   Parc Technologique Delta Sud, 9340 Verniolle",Recaero Verniolle,"Parc Technologique Delta Sud, 515 Rue Antoine de Saint-Exupéry, 09340 Verniolle, France","(43.07120130000001, 1.6472201, 0.0)",43.07120130000001,1.6472201,0.0
542880125,54288012500019,1900-01-01,41,PETIT-BATEAU,NAFRev2,15,,RUE,DU LT PIERRE MURARD,10000,TROYES,,14.14Z,"Petit-Bateau, 15  Rue Du Lt Pierre Murard, 10000 Troyes",Petit-Bateau Troyes,"15 Rue du Lieutenant Pierre Murard, 10000 Troyes, France","(48.3035501, 4.0551388, 0.0)",48.3035501,4.0551388,0.0
562880179,56288017900030,1989-02-03,41,CEMOI CONFISEUR,NAFRev2,6,,RUE,DU LABOURAT,10000,TROYES,,10.82Z,"Cemoi Confiseur, 6  Rue Du Labourat, 10000 Troyes",Cemoi Confiseur Troyes,"6 Rue du Labourat, 10000 Troyes, France","(48.3141654, 4.0778161, 0.0)",48.3141654,4.0778161,0.0
562880468,56288046800417,1985-01-01,32,LACOSTE OPERATIONS,NAFRev2,19,B,RUE,DES GAYETTES,10000,TROYES,DIVISION LACOSTE,14.39Z,"Lacoste Operations, 19 B Rue Des Gayettes, 10000 Troyes",Lacoste Operations Troyes,"317 Rue du Faubourg Croncels, 10000 Troyes, France","(48.2783341, 4.0823012, 0.0)",48.2783341,4.0823012,0.0
539985465,53998546500019,2012-02-01,32,PETITJEAN,NAFRev2,52,,AV,MARECHAL LECLERC,10120,SAINT-ANDRE-LES-VERGERS,,25.11Z,"Petitjean, 52  Av Marechal Leclerc, 10120 Saint-Andre-Les-Vergers",Petitjean Saint-Andre-Les-Vergers,"52 Avenue Maréchal Leclerc, 10120 Saint-André-les-Vergers, France","(48.2774173, 4.049701100000001, 0.0)",48.2774173,4.049701100000001,0.0
820273555,82027355500020,2016-06-01,32,AUBE BEDDING,NAFRev2,nan,,RUE,EDOUARD ESTEVEZ,10200,BAR-SUR-AUBE,,31.09B,"Aube Bedding,  Rue Edouard Estevez, 10200 Bar-Sur-Aube",Aube Bedding Bar-Sur-Aube,"Rue Edouard Estevez, 10200 Bar-sur-Aube, France","(48.2238424, 4.7175117, 0.0)",48.2238424,4.7175117,0.0
412140907,41214090700046,2014-09-05,32,ASSA ABLOY FRANCE SAS,NAFRev2,10,,AV,DE L'EUROPE,10300,SAINTE-SAVINE,,25.72Z,"Assa Abloy France Sas, 10  Av De L'Europe, 10300 Sainte-Savine",Assa Abloy Sas Sainte-Savine,"10 Avenue de l'Europe, 10300 Sainte-Savine, France","(48.293529, 4.009361, 0.0)",48.293529,4.009361,0.0
334818515,33481851500069,1992-06-17,32,GRAVOTECH MARKING,NAFRev2,56,,AV,JEAN JAURES,10600,LA CHAPELLE-SAINT-LUC,,28.41Z,"Gravotech Marking, 56  Av Jean Jaures, 10600 La Chapelle-Saint-Luc",Gravotech Marking La Chapelle-Saint-Luc,"56 Avenue Jean Jaurès, 10600 La Chapelle-Saint-Luc, France","(48.31531640000001, 4.0311391, 0.0)",48.31531640000001,4.0311391,0.0
433938883,43393888300025,2001-07-01,32,ACCURIDE WHEELS TROYES SAS,NAFRev2,nan,,AV,DU PRESIDENT RENE COTY,10600,LA CHAPELLE-SAINT-LUC,,29.32Z,"Accuride Wheels Troyes Sas,  Av Du President Rene Coty, 10600 La Chapelle-Saint-Luc",Accuride Wheels Troyes Sas La Chapelle-Saint-Luc,"Avenue Président Coty, 10600 La Chapelle-Saint-Luc, France","(48.3184917, 4.0367247, 0.0)",48.3184917,4.0367247,0.0
855200507,85520050701171,2001-12-07,41,MANUF FRANC PNEUMATIQ MICHELIN,NAFRev2,7,,AV,DU PRESIDENT RENE COTY,10600,LA CHAPELLE-SAINT-LUC,,22.11Z,"Manuf Franc Pneumatiq Michelin, 7  Av Du President Rene Coty, 10600 La Chapelle-Saint-Luc",Manuf Franc Pneumatiq Michelin La Chapelle-Saint-Luc,"7 Avenue Président Coty, 10600 La Chapelle-Saint-Luc, France","(48.3194963, 4.0295362, 0.0)",48.3194963,4.0295362,0.0
421343369,42134336900011,1998-12-11,32,CRISTAL UNION,NAFRev2,nan,,RTE,D'ARCIS SUR AUBE,10700,VILLETTE-SUR-AUBE,,10.81Z,"Cristal Union,  Rte D'Arcis Sur Aube, 10700 Villette-Sur-Aube",Cristal Union Villette-Sur-Aube,"Route Arcis Sur Aube, 10700 Villette-sur-Aube, France","(48.5335079, 4.1206352, 0.0)",48.5335079,4.1206352,0.0
305207169,30520716900569,2012-12-01,32,ORANO CYCLE,NAFRev2,nan,,,MALVESI,11100,NARBONNE,ORANO CYCLE ETS MALVESI,20.13A,"Orano Cycle,   Malvesi, 11100 Narbonne",Orano Cycle Narbonne,"ZI de Malvezy, Route de Moussan, 11100 Narbonne, France","(43.198299, 2.981123, 0.0)",43.198299,2.981123,0.0
511239915,51123991500107,2015-06-30,32,BIO HABITAT,NAFRev2,7,,AV,D OCCITANIE,11200,LEZIGNAN-CORBIERES,,29.20Z,"Bio Habitat, 7  Av D Occitanie, 11200 Lezignan-Corbieres",Bio Habitat Lezignan-Corbieres,"7 Avenue d'Occitanie, 11200 Lézignan-Corbières, France","(43.1856197, 2.7446065, 0.0)",43.1856197,2.7446065,0.0
833669625,83366962500026,2017-12-23,32,JINJIANG SAM,NAFRev2,nan,,,ZI DES PRADES,12110,VIVIEZ,,24.53Z,"Jinjiang Sam,   Zi Des Prades, 12110 Viviez",Jinjiang Sam Viviez,"Les Prades, 12110 Viviez, France","(44.5620162, 2.2351887, 0.0)",44.5620162,2.2351887,0.0
572067684,57206768400108,1900-01-01,42,ROBERT BOSCH FRANCE,NAFRev2,268,,RUE,DE LA PRADE,12850,ONET-LE-CHATEAU,,29.32Z,"Robert Bosch France, 268  Rue De La Prade, 12850 Onet-Le-Chateau",Robert Bosch Onet-Le-Chateau,"268 Rue de la Prade, 12850 Onet-le-Château, France","(44.3612669, 2.5975957, 0.0)",44.3612669,2.5975957,0.0
319632790,31963279000196,1983-10-01,32,ARKEMA FRANCE,NAFRev2,123,,BD,DE LA MILLIERE,13011,MARSEILLE 11,,20.14Z,"Arkema France, 123  Bd De La Milliere, 13011 Marseille 11",Arkema Marseille 11,"123 Boulevard de la Millière, 13011 Marseille, France","(43.284023, 5.5013364, 0.0)",43.284023,5.5013364,0.0
303656375,30365637500209,1900-01-01,32,PERNOD RICARD FRANCE,NAFRev2,4,,RUE,BERTHELOT,13014,MARSEILLE 14,DEPOT RICARD,11.01Z,"Pernod Ricard France, 4  Rue Berthelot, 13014 Marseille 14",Pernod Ricard Marseille 14,"4 Rue Berthelot, 13014 Marseille, France","(43.3371344, 5.3921964, 0.0)",43.3371344,5.3921964,0.0
572149169,57214916900060,1987-11-30,32,HARIBO RICQLES ZAN,NAFRev2,67,,BD,DU CAPITAINE GEZE,13014,MARSEILLE 14,,10.82Z,"Haribo Ricqles Zan, 67  Bd Du Capitaine Geze, 13014 Marseille 14",Haribo Ricqles Zan Marseille 14,"67 Boulevard Capitaine Gèze, 13014 Marseille, France","(43.3316558, 5.3755587, 0.0)",43.3316558,5.3755587,0.0
56806813,5680681300111,1900-01-01,32,LA PROVENCE,NAFRev2,248,,AV,ROGER SALENGRO,13015,MARSEILLE 15,,18.11Z,"La Provence, 248  Av Roger Salengro, 13015 Marseille 15",La Provence Marseille 15,"248 Avenue Roger Salengro, 13015 Marseille, France","(43.3216014, 5.3678477, 0.0)",43.3216014,5.3678477,0.0
303375406,30337540600020,1900-01-01,32,MIRION TECHNOLOGIES (MGPI) SAS,NAFRev2,174,,RTE,D'EYGUIERES,13113,LAMANON,,26.51B,"Mirion Technologies (Mgpi) Sas, 174  Rte D'Eyguieres, 13113 Lamanon",Mirion Technologies (Mgpi) Sas Lamanon,"174 Route d'Eyguières, 13113 Lamanon, France","(43.6991248, 5.082065699999999, 0.0)",43.6991248,5.082065699999999,0.0
392860243,39286024300055,2005-06-01,41,PETROINEOS MANUFACTURING FRANCE SAS,NAFRev2,nan,,RUE,DE LA BIENFAISANCE,13117,MARTIGUES,,19.20Z,"Petroineos Manufacturing France Sas,  Rue De La Bienfaisance, 13117 Martigues",Petroineos Manufacturing Sas Martigues,"Rue de la Bienfaisance, 13117 Lavéra, France","(43.38571280000001, 5.022872899999999, 0.0)",43.38571280000001,5.022872899999999,0.0
538695040,53869504000104,2012-07-02,32,KEM ONE,NAFRev2,nan,,,LAVERA,13117,MARTIGUES,,20.13B,"Kem One,   Lavera, 13117 Martigues",Kem One Martigues,"Ecopolis Lavéra Sud, 13117 Martigues, France","(43.3827323, 5.021762799999999, 0.0)",43.3827323,5.021762799999999,0.0
542041421,54204142100026,1954-07-24,41,NAPHTACHIMIE,NAFRev2,nan,,AV,D AUGUETTE,13117,MARTIGUES,,20.14Z,"Naphtachimie,  Av D Auguette, 13117 Martigues",Naphtachimie Martigues,"Site Naphtachimie, 13117 Martigues, France","(43.385605, 5.015967, 0.0)",43.385605,5.015967,0.0
410127948,41012794800058,2012-08-01,41,ALTEO GARDANNE,NAFRev2,nan,,RTE,DE BIVER,13120,GARDANNE,,24.42Z,"Alteo Gardanne,  Rte De Biver, 13120 Gardanne",Alteo Gardanne,"Avenue Victor Hugo, 13120 Gardanne, France","(43.4504542, 5.460169, 0.0)",43.4504542,5.460169,0.0
394400121,39440012100023,1995-01-01,32,BASELL POLYOLEFINES FRANCE,NAFRev2,nan,,,L AUBETTE,13130,BERRE L'ETANG,,20.16Z,"Basell Polyolefines France,   L Aubette, 13130 Berre L'Etang",Basell Polyolefines Berre L'Etang,"Usine PP Aubette C.D. 21 F B.P. 14, 13131, 13130 Berre-l'Étang, France","(43.5066136, 5.1836604, 0.0)",43.5066136,5.1836604,0.0
399318088,39931808800024,1995-12-29,32,FIBRE EXCELLENCE TARASCON SAS,NAFRev2,nan,,,LES RADOUBS,13150,TARASCON,,17.11Z,"Fibre Excellence Tarascon Sas,   Les Radoubs, 13150 Tarascon",Fibre Excellence Tarascon Sas,"ZA, Chemin des Radoubs, 13150 Tarascon, France","(43.783446, 4.652800699999999, 0.0)",43.783446,4.652800699999999,0.0
529221749,52922174900045,2012-10-03,32,TOTAL RAFFINAGE FRANCE,NAFRev2,nan,,,LA MEDE,13220,CHATEAUNEUF-LES-MARTIGUES,RAFFINERIE DE PROVENCE LA MEDE,19.20Z,"Total Raffinage France,   La Mede, 13220 Chateauneuf-Les-Martigues",Total Raffinage Chateauneuf-Les-Martigues,"Total Raffinage France Plateforme de La Mède BP 90020, 13220 Châteauneuf-les-Martigues, France","(43.39897000000001, 5.1019749, 0.0)",43.39897000000001,5.1019749,0.0
333834562,33383456200022,1987-01-01,32,LYONDELL CHIMIE FRANCE,NAFRev2,nan,,RTE,DU QUAI MINERALIER,13270,FOS-SUR-MER,,20.14Z,"Lyondell Chimie France,  Rte Du Quai Mineralier, 13270 Fos-Sur-Mer",Lyondell Chimie Fos-Sur-Mer,"Z.I.P. de Fos Caban, Route du Quai Minéralier, 13270 Fos-sur-Mer, France","(43.4243698, 4.8471832, 0.0)",43.4243698,4.8471832,0.0
379914237,37991423700035,1990-12-31,32,ESSO RAFFINAGE,NAFRev2,nan,,RTE,DU GUIGONNET,13270,FOS-SUR-MER,,19.20Z,"Esso Raffinage,  Rte Du Guigonnet, 13270 Fos-Sur-Mer",Esso Raffinage Fos-Sur-Mer,"Route du Guigonnet, 13270 Fos-sur-Mer, France","(43.45076, 4.9233653, 0.0)",43.45076,4.9233653,0.0
381379411,38137941100055,2006-04-10,32,CMI TECH 5 I - PASTOR SAS,NAFRev2,nan,,,LA FEUILLANE,13270,FOS-SUR-MER,,33.11Z,"Cmi Tech 5 I - Pastor Sas,   La Feuillane, 13270 Fos-Sur-Mer",Cmi Tech 5 I - Pastor Sas Fos-Sur-Mer,"Zoning Industriel Feuillane, 13270 Fos-sur-Mer, France","(43.4747742, 4.8889125, 0.0)",43.4747742,4.8889125,0.0
421174038,42117403800032,2000-02-01,51,ARCELORMITTAL MEDITERRANEE,NAFRev2,nan,,,ZONE INDUSTRIELLE,13270,FOS-SUR-MER,,24.10Z,"Arcelormittal Mediterranee,   Zone Industrielle, 13270 Fos-Sur-Mer",Arcelormittal Mediterranee Fos-Sur-Mer,"13776 Fos-sur-Mer, France","(43.4359771, 4.910855199999999, 0.0)",43.4359771,4.910855199999999,0.0
538695040,53869504000054,2012-07-02,32,KEM ONE,NAFRev2,nan,,,CAR DU CABAN,13270,FOS-SUR-MER,,20.13B,"Kem One,   Car Du Caban, 13270 Fos-Sur-Mer",Kem One Fos-Sur-Mer,"Usine de Fos-sur-Mer, Carrefour du Caban, D268, 13270 Fos-sur-Mer, France","(43.438054, 4.83551, 0.0)",43.438054,4.83551,0.0
834895591,83489559100024,2018-02-01,32,ASCOMETAL FOS-SUR-MER S.A.S,NAFRev2,nan,,,ZI DU VENTILLON,13270,FOS-SUR-MER,,24.10Z,"Ascometal Fos-Sur-Mer S.A.S,   Zi Du Ventillon, 13270 Fos-Sur-Mer",Ascometal Fos-Sur-Mer S.A.S,"Route de Port Saint-Louis du Rhône - RD35, 13270 Fos-sur-Mer, France","(43.4450478, 4.8467304, 0.0)",43.4450478,4.8467304,0.0
483018370,48301837000260,2005-11-16,32,CARRIER,NAFRev2,178,,RUE,DU FAUGE,13400,AUBAGNE,PROFROID INDUSTRIES,28.25Z,"Carrier, 178  Rue Du Fauge, 13400 Aubagne",Carrier Aubagne,"178 Rue du Fauge, 13400 Aubagne, France","(43.2897349, 5.602320799999999, 0.0)",43.2897349,5.602320799999999,0.0
538760125,53876012500012,2012-01-02,41,SARTORIUS STEDIM FMT SAS,NAFRev2,nan,,AV,DE JOUQUES,13400,AUBAGNE,,22.22Z,"Sartorius Stedim Fmt Sas,  Av De Jouques, 13400 Aubagne",Sartorius Stedim Fmt Sas Aubagne,"Avenue de Jouques CS 91051, 13400 Aubagne, France","(43.2862572, 5.6082617, 0.0)",43.2862572,5.6082617,0.0
562113530,56211353000538,2008-10-01,41,THALES DIS FRANCE SA,NAFRev2,nan,,AV,DU PIC DE BERTAGNE,13420,GEMENOS,,26.12Z,"Thales Dis France Sa,  Av Du Pic De Bertagne, 13420 Gemenos",Thales Dis Sa Gemenos,"525 Avenue du Pic de Bertagne, 13420 Gémenos, France","(43.2816839, 5.6154139, 0.0)",43.2816839,5.6154139,0.0
352383715,35238371500021,1991-12-02,52,AIRBUS HELICOPTERS,NAFRev2,nan,,,AEROPORT MARSEILLE PROVENCE,13700,MARIGNANE,,30.30Z,"Airbus Helicopters,   Aeroport Marseille Provence, 13700 Marignane",Airbus Helicopters Marignane,"Aéroport International Marseille Provence, 13700 Marignane, France","(43.4372334, 5.2347496, 0.0)",43.4372334,5.2347496,0.0
597020841,59702084100636,2010-08-30,41,DAHER AEROSPACE,NAFRev2,nan,,RUE,JEAN MONNET,13700,MARIGNANE,,22.29A,"Daher Aerospace,  Rue Jean Monnet, 13700 Marignane",Daher Aerospace Marignane,"Route de la Plage, 13700 Marignane, France","(43.4342094, 5.2053017, 0.0)",43.4342094,5.2053017,0.0
414969584,41496958400013,1997-12-29,51,STMICROELECTRONICS ROUSSET SAS,NAFRev2,nan,,AV,COQ,13790,ROUSSET,,26.11Z,"Stmicroelectronics Rousset Sas,  Av Coq, 13790 Rousset",Stmicroelectronics Rousset Sas,"Zone Industrielle, 190 Avenue Coq, 13106 Rousset, France","(43.4737301, 5.6049479, 0.0)",43.4737301,5.6049479,0.0
712042456,71204245600194,1900-01-01,41,DASSAULT AVIATION,NAFRev2,nan,,,LDT BASE AERIENNE 125,13800,ISTRES,"DASSAULT AVIATION ""ISTRES BASE""",30.30Z,"Dassault Aviation,   Ldt Base Aerienne 125, 13800 Istres",Dassault Aviation Istres,"Rue Base Aerienne 125, ZI le Tubé, 13800 Istres, France","(43.5131439, 4.949555699999999, 0.0)",43.5131439,4.949555699999999,0.0
350827788,35082778800042,1992-06-30,32,ATOS,NAFRev2,nan,,RTE,DE COURTONNE,14100,GLOS,,26.11Z,"Atos,  Rte De Courtonne, 14100 Glos",Atos Glos,"20 Rue de Courtonne, 14100 Glos, France","(49.1252424, 0.2840709, 0.0)",49.1252424,0.2840709,0.0
729802579,72980257900056,1993-01-04,32,KNORR-BREMSE SYSTEMES POUR VEHICULES UTI LITAIRES FRANCE,NAFRev2,70,,CHE,DE BEAUFILS,14100,GLOS,,29.32Z,"Knorr-Bremse Systemes Pour Vehicules Uti Litaires France, 70  Che De Beaufils, 14100 Glos",Knorr-Bremse Systemes Pour Vehicules Uti Litaires Glos,"Chemin de Beaufils, 14100 Glos, France","(49.1462872, 0.282211, 0.0)",49.1462872,0.282211,0.0
702052838,70205283800167,1987-10-30,32,DRESSER PRODUITS INDUSTRIELS,NAFRev2,3,,RUE,SAINT PIERRE,14110,CONDE-EN-NORMANDIE,,28.14Z,"Dresser Produits Industriels, 3  Rue Saint Pierre, 14110 Conde-En-Normandie",Dresser Produits Industriels Conde-En-Normandie,"3 Rue Saint-Pierre, 14110 Condé-en-Normandie, France","(48.84931, -0.547447, 0.0)",48.84931,-0.547447,0.0
327153722,32715372200068,1997-09-10,32,SC2N,NAFRev2,45,,RUE,CHARLES COULOMB,14120,MONDEVILLE,,29.31Z,"Sc2N, 45  Rue Charles Coulomb, 14120 Mondeville",Sc2N Mondeville,"45 Rue Charles Coulomb, 14120 Mondeville, France","(49.1663773, -0.3165882, 0.0)",49.1663773,-0.3165882,0.0
572067684,57206768400660,2008-06-30,41,ROBERT BOSCH FRANCE,NAFRev2,15,,RUE,CHARLES COULOMB,14120,MONDEVILLE,,29.32Z,"Robert Bosch France, 15  Rue Charles Coulomb, 14120 Mondeville",Robert Bosch Mondeville,"15 Rue Charles Coulomb, 14120 Mondeville, France","(49.16447100000001, -0.3114400000000001, 0.0)",49.16447100000001,-0.3114400000000001,0.0
542065479,54206547900256,1998-12-31,42,PSA AUTOMOBILES SA,NAFRev2,nan,,RUE,DE L INDUSTRIE,14123,CORMELLES-LE-ROYAL,,29.32Z,"Psa Automobiles Sa,  Rue De L Industrie, 14123 Cormelles-Le-Royal",Psa Automobiles Sa Cormelles-Le-Royal,"Boulevard de l'Espérance, 14123 Cormelles-le-Royal, France","(49.15659, -0.3195342, 0.0)",49.15659,-0.3195342,0.0
562109801,56210980100075,1993-01-01,32,HOWMET SAS,NAFRev2,nan,,,ZAC DES GRANDS PRES,14160,DIVES-SUR-MER,HOWMET SAS,24.54Z,"Howmet Sas,   Zac Des Grands Pres, 14160 Dives-Sur-Mer",Howmet Sas Dives-Sur-Mer,"Allée des Grands Prés, 14160 Dives-sur-Mer, France","(49.2787818, -0.0987975, 0.0)",49.2787818,-0.0987975,0.0
306062944,30606294400013,1976-01-01,32,LABORATOIRES GILBERT,NAFRev2,nan,,AV,DU GEN DE GAULLE,14200,HEROUVILLE-SAINT-CLAIR,,21.20Z,"Laboratoires Gilbert,  Av Du Gen De Gaulle, 14200 Herouville-Saint-Clair",Laboratoires Gilbert Herouville-Saint-Clair,"928 Avenue du Gén de Gaulle, 14200 Hérouville-Saint-Clair, France","(49.2111549, -0.3430919, 0.0)",49.2111549,-0.3430919,0.0
502707011,50270701100024,2008-04-01,32,FARMACLAIR,NAFRev2,440,,AV,DU GEN DE GAULLE,14200,HEROUVILLE-SAINT-CLAIR,,21.20Z,"Farmaclair, 440  Av Du Gen De Gaulle, 14200 Herouville-Saint-Clair",Farmaclair Herouville-Saint-Clair,"440 Avenue du Gén de Gaulle, 14200 Hérouville-Saint-Clair, France","(49.2069176, -0.3473703, 0.0)",49.2069176,-0.3473703,0.0
519116230,51911623000011,2009-12-29,32,LISI MEDICAL ORTHOPEADICS,NAFRev2,203,,BD,DE LA GRANDE DELLE,14200,HEROUVILLE-SAINT-CLAIR,,32.50A,"Lisi Medical Orthopeadics, 203  Bd De La Grande Delle, 14200 Herouville-Saint-Clair",Lisi Medical Orthopeadics Herouville-Saint-Clair,"203 Boulevard de la Grande Delle, 14200 Hérouville-Saint-Clair, France","(49.2065318, -0.3432366000000001, 0.0)",49.2065318,-0.3432366000000001,0.0
820324622,82032462200027,2016-12-16,32,CENEXI HSC,NAFRev2,2,,RUE,LOUIS PASTEUR,14200,HEROUVILLE-SAINT-CLAIR,,21.20Z,"Cenexi Hsc, 2  Rue Louis Pasteur, 14200 Herouville-Saint-Clair",Cenexi Hsc Herouville-Saint-Clair,"2 Rue Louis Pasteur, 14200 Hérouville-Saint-Clair, France","(49.20996100000001, -0.342286, 0.0)",49.20996100000001,-0.342286,0.0
602010696,60201069600147,1998-01-01,32,INTEVA PRODUCTS FRANCE SAS,NAFRev2,nan,,,LA COUTURE,14220,ESSON,,29.31Z,"Inteva Products France Sas,   La Couture, 14220 Esson",Inteva Products Sas Esson,"ZA Communautaire, 14220 Esson, France","(48.9777153, -0.4705418999999999, 0.0)",48.9777153,-0.4705418999999999,0.0
317750818,31775081800013,1900-01-01,41,COOPERATIVE ISIGNY-SAINTE MERE,NAFRev2,2,,RUE,DU DOCTEUR BOUTROIS,14230,ISIGNY-SUR-MER,,10.51D,"Cooperative Isigny-Sainte Mere, 2  Rue Du Docteur Boutrois, 14230 Isigny-Sur-Mer",Cooperative Isigny-Sainte Mere Isigny-Sur-Mer,"2 Rue Dr Boutrois, 14230 Isigny-sur-Mer, France","(49.321986, -1.0936196, 0.0)",49.321986,-1.0936196,0.0
344477468,34447746800062,2015-05-31,32,ELIVIA,NAFRev2,nan,,RTE,D'EPINAY,14310,VILLERS-BOCAGE,,10.11Z,"Elivia,  Rte D'Epinay, 14310 Villers-Bocage",Elivia Villers-Bocage,"Route d'Epinay sur Odon, 14310 Villers-Bocage, France","(49.0770733, -0.6495122999999999, 0.0)",49.0770733,-0.6495122999999999,0.0
412082224,41208222400038,1999-10-26,32,BROCELIANDE - ALH,NAFRev2,12,,BD,DU 21E SIECLE,14310,VILLERS-BOCAGE,,10.13A,"Broceliande - Alh, 12  Bd Du 21E Siecle, 14310 Villers-Bocage",Broceliande - Alh Villers-Bocage,"Les Hauts Vents, 14310 Villers-Bocage, France","(49.0835513, -0.6423021999999999, 0.0)",49.0835513,-0.6423021999999999,0.0
